algorithm,config,compression_ratio,compress_speed_mbps,decompress_speed_mbps,in_algo_cspeed_frontier,in_algo_dspeed_frontier
openzl,,3.190167942611726,80.83727193279708,851.5439343465359,False,False
openzl,,3.143638785658273,69.57769505315271,831.9426216719743,False,False
openzl,,3.1336531539434125,69.98865040148239,947.858740247841,False,True
openzl,,3.1326893386656853,68.17915499313689,950.6744046113048,False,True
openzl,,3.1326067921763707,67.7403577600299,838.4991073823641,False,False
openzl,,3.1243754001359707,81.00540412536499,803.5546375942815,False,False
openzl,,3.1135541546648073,74.02609307230053,955.613945851639,False,True
openzl,,3.013325299953254,74.64065270934694,854.1265040374632,False,False
openzl,,3.0067399257679437,74.51326597084795,890.662585864491,False,False
openzl,,2.9923704692182063,83.00495835984964,905.1748391405016,True,False
openzl,,2.3897772632620975,142.1860589139505,808.6269070116479,True,False
openzl,,2.3895205600193745,142.4888986694122,845.312454467357,True,False
openzl,,2.3830754332009136,126.34334923961693,965.2232129190774,False,True
openzl,,2.383069168360931,129.37263066254926,904.7987643138224,False,False
openzl,,2.3828734087083325,131.76416721023742,945.6919305200564,False,False
openzl,,2.380906636024131,142.62369042632068,912.5902435648172,True,False
openzl,,2.364487291597789,81.72502899052131,942.7426326538306,False,False
openzl,,2.364487291597789,84.34601673674233,909.7213737250069,False,False
openzl,,2.3638491271096993,147.63909982613794,871.6844602894901,True,False
openzl,,2.3636457267940805,151.5196797419215,965.187242713459,True,False
openzl,,2.3370419497757684,85.95283698702876,1017.3469373440196,False,True
openzl,,2.3268184907135097,82.79041943512112,1025.7332026404488,False,True
openzl,,2.3267946007167817,81.62742846851714,952.109769178556,False,False
openzl,,2.3267946007167817,86.4323725821811,978.6844339119745,False,False
openzl,,2.3255626914266823,83.65172835817796,1004.8488627467284,False,False
openzl,,2.281780696275716,148.29908713149888,919.101929596654,False,False
openzl,,2.2573315594944683,84.18299378954087,940.3344618644232,False,False
openzl,,2.2144652232834554,83.30234550982877,1005.9528119594454,False,False
openzl,,2.2144652232834554,77.75349421669075,905.3985994429236,False,False
openzl,,2.1360829673755872,195.39118954600568,866.9689684400297,True,False
openzl,,2.134620473499683,148.9347142554953,1117.8437103079182,False,True
openzl,,2.133133000045887,139.28876135379275,1115.385112293017,False,False
openzl,,2.1282450705448843,192.7211846119503,823.9562704442603,False,False
openzl,,2.1282444459639787,197.4747436239564,891.3774666099616,True,False
openzl,,2.1282269578474575,194.86196722897265,821.8934522284909,False,False
openzl,,1.9508538144974417,213.3997981337673,883.9500635054522,True,False
openzl,,1.9508438433211732,199.78247454489355,924.5046620789532,False,False
openzl,,1.950662805479328,208.3329215671629,892.5304763604365,False,False
openzl,,1.9111150699386024,377.894363848591,890.813567691667,True,False
openzl,,1.9092976563269273,271.70302764633374,1044.876435059247,False,False
openzl,,1.9092021516337336,283.23038227804597,1078.6029812031304,False,False
openzl,,1.8824116963770043,253.41650155328884,1070.6188732727055,False,False
openzl,,1.8823335197858089,288.43712960679653,1040.2525773417697,False,False
openzl,,1.8784816094142391,370.4110204769615,1056.9559666295495,False,False
openzl,,1.8087115624001575,191.55492983044667,1167.35063124667,False,True
openzl,,1.793857203708257,214.66061634002597,1247.172085968174,False,True
openzl,,1.7892798315122935,301.6000898319394,1188.8725132585228,False,False
openzl,,1.7733342462537658,208.25993061777743,1177.9501365243705,False,False
openzl,,1.7695441338988176,238.4096258794135,1316.342963355575,False,True
openzl,,1.739403992888824,234.47978841042683,1313.1442188252593,False,False
openzl,,1.7393606049529466,236.0920153923286,1397.652573111362,False,True
openzl,,1.7393606049529466,239.22281672857304,1295.5128319643284,False,False
openzl,,1.716800939749812,356.3241139734966,1309.5848555057344,False,False
openzl,,1.7167204704399617,336.5030694773768,1261.4774986649318,False,False
openzl,,1.714162395212978,310.9846350447912,1223.981582749355,False,False
openzl,,1.7141514553853892,316.0756111699508,1273.4214246204904,False,False
openzl,,1.714099594399115,345.4375878248029,1418.531421339556,False,True
openzl,,1.685263659118632,350.1848963489128,1321.2016979722712,False,False
openzl,,1.3511417627319358,539.4467132326141,1197.077602656965,True,False
openzl,,1.3479950927543776,505.1753707689843,1146.3113685185565,False,False
openzl,,1.3479950927543776,529.2578509863453,1003.8543209534752,False,False
openzl,,1.3479675310553525,515.1552865626687,959.7850657772836,False,False
openzl,,1.34796677938844,482.7066928478717,973.340831641069,False,False
openzl,,1.3475287002416725,520.7971446422544,1025.3952722861177,False,False
openzl,,1.3446992074520498,612.9663846368408,1172.6340163510297,True,False
openzl,,1.344691477887053,544.1991910490099,1143.695432752965,False,False
openzl,,1.3446500888250963,568.2762727935242,1211.5934280740328,False,False
openzl,,1.344544383749131,585.7742667668274,1129.765788333972,False,False
openzl,,1.3303712226668245,502.3339452083261,1006.890002110431,False,False
openzl,,1.327037966900651,628.6740700285211,1201.4108237149592,True,False
openzl,,1.3230335869228105,648.8099988369283,1244.6804603225005,True,False
openzl,,1.3230263457956373,606.7607660706666,1225.748351176572,False,False
openzl,,1.3229235303431963,620.0839667895102,1223.8039468488323,False,False
openzl,,1.2925579137968433,690.3720345759873,1270.8773713033954,True,False
openzl,,1.2801128033098197,653.4519143261338,1537.4581287472122,False,True
openzl,,1.2770258943124364,641.8558379947603,1631.6302929397473,False,True
openzl,,1.2503127530127045,652.0242398086709,1972.132132785454,False,True
openzl,,1.2502825743192874,679.9696205380166,2269.928226894412,False,True
openzl,,1.232273443112775,617.0186842732192,1174.8966773108075,False,False
openzl,,1.2322518761315624,658.7585956306491,1115.5841478760358,False,False
openzl,,1.229863876149784,687.4141199666338,1156.8165286303135,False,False
openzl,,1.2101074454220977,729.4602837393074,1337.0473003493828,True,False
openzl,,1.2101036088298198,711.9730602707717,1437.6455101976085,False,False
openzl,,1.209343030831815,660.1498365998199,1768.6805521681868,False,False
openzl,,1.2089295439689838,650.521084688596,1932.0227517949677,False,False
openzl,,1.2087755918787388,622.003945449867,2105.1002339663396,False,False
openzl,,1.1877427668658482,774.4311859396726,1646.3767852723963,True,False
openzl,,1.186879868073978,788.9039133286846,1693.841209335351,True,False
openzl,,1.1806061316454377,819.6871103997757,1551.5199750111783,True,False
openzl,,1.1783922913179832,854.7285049207378,1842.067642912481,True,False
openzl,,1.176226227744264,610.6951637487474,1831.895743815536,False,False
openzl,,1.132866311370054,828.6846871554025,1621.3831050218105,False,False
openzl,,1.0761184588238315,821.5805918779357,1865.927014210693,False,False
openzl,,1.0759809870970307,804.7575610286594,1760.46259837741,False,False
openzl,,1.0759779538545515,893.0415614802045,2130.1805321380107,True,False
openzl,,1.0369731247149985,953.1797438539674,1957.3081137687377,True,False
openzl,,1.0089939173280875,1084.9576905123818,1642.2086200766762,True,False
openzl,,1.0089932154004275,966.262366508331,2008.7819795463863,False,False
openzl,,1.0089899865457688,1129.4543472335788,2257.8221126304516,True,False
openzl,,0.9999863486744356,1049.3153063468728,1703.0538725282984,False,False
